web-scraper-order,text,section,topic,urls,userMentions,isReply,emojis,Expression of emotions,Use of humor,Self-disclosure,Referring explicitly to others' messages,Asking questions,"Complimenting, expressing appreciation or criticism",Expressing agreement or disagreement,"Phatics, salutations"
1604733413-8407,"bitten blip variant, one of those glitches that may provide evidence as to the target glitch somehow being entangled, perturbed or perturbing the background cosmic radiation. Assuming that no glitch is cosmic microwave background radiation aka cosmic microwave background aka relic radiation Ref. wikipedia 
@futurewaves @gonzalezanido @BLGoodwin @EcceruElme @liongw
",notes,Subject 10538142,/projects/zooniverse/gravity-spy/talk/subjects/10538142;/users/futurewaves;/users/gonzalezanido;/users/BLGoodwin;/users/EcceruElme;/users/liongw,@futurewaves;@gonzalezanido;@BLGoodwin;@EcceruElme;@liongw,,😀,1,0,0,0,0,0,0,0
1604530944-3259,"Low frequency line, found on level 3. #wronglevel
",notes,Subject 6092360,/projects/zooniverse/gravity-spy/talk/subjects/6092360;/projects/zooniverse/gravity-spy/talk/tags/wronglevel,,,,0,0,0,0,0,0,0,0
1604753897-15812,"intermediate chirp and blip perhaps?
",notes,Subject 3771686,,,,,0,0,0,0,1,0,0,0
1604632319-6333,"Bursts and lace at different frequencies
",notes,Subject 3820550,/projects/zooniverse/gravity-spy/talk/subjects/3820550,,,,0,0,0,0,0,0,0,0
1604651510-13655,"#possiblenewglitch #dotgitch
",notes,Subject 35774993,/projects/zooniverse/gravity-spy/talk/subjects/35774993;/projects/zooniverse/gravity-spy/talk/tags/possiblenewglitch;/projects/zooniverse/gravity-spy/talk/tags/dotgitch,,,,0,0,0,0,0,0,0,0
1604726547-6888,"Are the subjects numbered sequentially in time? Out of curiosity I searched for 10524231 and it seems to match up.
",notes,Subject 10524232,,,,,0,0,0,0,1,0,0,0
1604719995-5802,"Very clear #fly to me, with a chirpish element
",notes,Subject 3815032,/projects/zooniverse/gravity-spy/talk/tags/fly,,,,0,0,0,0,0,0,0,0
1604779789-22002,"not at all  koi fish in the center. Repeating blips at -0.37 sec and -0.08 sec.
",notes,Subject 10965075,,,,😉,1,1,0,0,0,0,0,0
1604530603-556,"#nota similar to #crown glitch
",notes,Subject 25670241,/projects/zooniverse/gravity-spy/talk/subjects/25670241;/projects/zooniverse/gravity-spy/talk/tags/nota;/projects/zooniverse/gravity-spy/talk/tags/crown,,,,0,0,0,0,0,0,0,0
1604766784-19117,"Repeats about 150 RPM
",notes,Subject 3776729,,,,,0,0,0,0,0,0,0,0
1604759403-11848,"#stubborn_low_frequency
",notes,Subject 10098458,/projects/zooniverse/gravity-spy/talk/subjects/10098458;/projects/zooniverse/gravity-spy/talk/tags/stubborn_low_frequency,,,,0,0,0,0,0,0,0,0
1604878438-6047,"#lobster #koi
",notes,Subject 5804744,/projects/zooniverse/gravity-spy/talk/subjects/5804744;/projects/zooniverse/gravity-spy/talk/tags/lobster;/projects/zooniverse/gravity-spy/talk/tags/koi,,,,0,0,0,0,0,0,0,0
1604680120-117,"chirp chirpish blip
",notes,Subject 5957386,/projects/zooniverse/gravity-spy/talk/subjects/5957386,,,,0,0,0,0,0,0,0,0
1604720628-3401,"#banana bent tomte
",notes,Subject 3832318,/projects/zooniverse/gravity-spy/talk/tags/banana,,,,0,0,0,0,0,0,0,0
1604689725-10677,"#koi
",notes,Subject 3537135,/projects/zooniverse/gravity-spy/talk/tags/koi,,,,0,0,0,0,0,0,0,0
1604729870-7269,"Thanks. At present I am saving all those with a 1 sec precursor in the same collection
",notes,Subject 8631419,,,,,0,0,0,0,0,1,0,0
1604707456-953,"I need help?
",notes,Subject 10666861,/projects/zooniverse/gravity-spy/talk/subjects/10666861,,,,0,0,1,0,1,0,0,0
1604643909-12101,"Like #hfb500er14 but recent (Nov 4 2019 around 16:30 UTC, Livingston O3) - #pizzicato at 1038Hz.
",notes,Subject 37880050,/projects/zooniverse/gravity-spy/talk/subjects/37880050;/projects/zooniverse/gravity-spy/talk/tags/hfb500er14;/projects/zooniverse/gravity-spy/talk/tags/pizzicato,,,,0,0,0,0,0,0,0,0
1604681362-285,"ascending power line?
",notes,Subject 10969711,/projects/zooniverse/gravity-spy/talk/subjects/10969711,,,,0,0,0,0,1,0,0,0
1604738995-10343,"mmm possibly a tomte blip combination
",notes,Subject 10765229,,,,,0,0,0,0,0,0,0,0
1604879785-6278,"Weak features at low freqs. No glitch.
",notes,Subject 5735102,/projects/zooniverse/gravity-spy/talk/subjects/5735102,,,,0,0,0,0,0,0,0,0
1604501776-1966,"I've seen a lot of these very high frequency blips that are occurring often, but don't know if they are 1400 line or something else
",notes,Subject 6381093,/projects/zooniverse/gravity-spy/talk/subjects/6381093,,,,0,0,1,0,0,0,0,0
1604762469-17855,"No glitch
",notes,Subject 25768382,/projects/zooniverse/gravity-spy/talk/subjects/25768382,,,,0,0,0,0,0,0,0,0
1604548957-585,"This is a Crown - a glitch class that was originally discovered by Gravity Spy contributors and added to levels 5 and 7 about a year ago. (Others had been reminded of sparrows on a wire, of paw prints, and more.) See the Field Guide and the original glitch class proposal thread for more information and examples. At levels 1-4 they can be classified as None Of The Above, but you can already make a collection of them and study their variability.
",notes,Subject 39403310,/projects/zooniverse/gravity-spy/talk/762/926241,,TRUE,,0,0,0,1,0,0,0,0
1604690629-10788,"It begs the question as to where the dividing line between #koifish and #tomte lies. The description #tomtekoi  fits better!
",notes,Subject 3777700,/projects/zooniverse/gravity-spy/talk/tags/koifish;/projects/zooniverse/gravity-spy/talk/tags/tomte;/projects/zooniverse/gravity-spy/talk/tags/tomtekoi,,,,1,0,0,0,1,0,0,0
1604639250-11232,"#50sb_virgo
",notes,Subject 25740096,/projects/zooniverse/gravity-spy/talk/tags/50sb_virgo,,,,0,0,0,0,0,0,0,0
1604773402-14748,"just seen one of these, #possiblenewchirp ? tagged as nota
",notes,Subject 3830816,/projects/zooniverse/gravity-spy/talk/subjects/3830816;/projects/zooniverse/gravity-spy/talk/tags/possiblenewchirp,,,,0,0,0,0,1,0,0,0
1604574637-4915,"#koi-ish
",notes,Subject 39338459,/projects/zooniverse/gravity-spy/talk/subjects/39338459;/projects/zooniverse/gravity-spy/talk/tags/koi-ish,,,,0,0,0,0,0,0,0,0
1604651649-13672,"#nota #church
",notes,Subject 32786291,/projects/zooniverse/gravity-spy/talk/subjects/32786291;/projects/zooniverse/gravity-spy/talk/tags/nota;/projects/zooniverse/gravity-spy/talk/tags/church,,,,0,0,0,0,0,0,0,0
1604737489-8520,"Not sure to do with these midfrequency lines that are too high to be powerlines or air compressors
",notes,Subject 3831570,,,,,0,0,1,0,0,0,0,0
1604767835-19388,"50sb
",notes,Subject 25740283,/projects/zooniverse/gravity-spy/talk/subjects/25740283,,,,0,0,0,0,0,0,0,0
1604876002-5650,"no idea what this is? tinkering?
",notes,Subject 8635132,/projects/zooniverse/gravity-spy/talk/subjects/8635132,,,,0,0,1,0,1,0,0,0
1604560027-2009,"wow nice ugly koi with a firework top
",notes,Subject 10667101,/projects/zooniverse/gravity-spy/talk/subjects/10667101,,,,1,1,0,0,0,0,0,0
1604801508-5228,"#spearhead
",notes,Subject 8649226,/projects/zooniverse/gravity-spy/talk/subjects/8649226;/projects/zooniverse/gravity-spy/talk/tags/spearhead,,,,0,0,0,0,0,0,0,0
1604763558-13372,"#blip with two objects on the left
",notes,Subject 3541281,/projects/zooniverse/gravity-spy/talk/subjects/3541281;/projects/zooniverse/gravity-spy/talk/tags/blip,,,,0,0,0,0,0,0,0,0
1604585714-7201,"Possible #weak-violin-harmonic
",notes,Subject 3776273,/projects/zooniverse/gravity-spy/talk/tags/weak-violin-harmonic,,,,0,0,0,0,0,0,0,0
1604559003-1814,"#blip_plus_low-frequency_blob
",notes,Subject 40381010,/projects/zooniverse/gravity-spy/talk/subjects/40381010;/projects/zooniverse/gravity-spy/talk/tags/blip_plus_low-frequency_blob,,,,0,0,0,0,0,0,0,0
1604846628-1335,"#jewel
",notes,Subject 6355783,/projects/zooniverse/gravity-spy/talk/subjects/6355783;/projects/zooniverse/gravity-spy/talk/tags/jewel,,,,0,0,0,0,0,0,0,0
1604571188-4204,"256 Hz line
",notes,Subject 25694397,,,,,0,0,0,0,0,0,0,0
1604775091-15003,"Netted band with increasing frequency; 40-150 Hz
",notes,Subject 3821845,/projects/zooniverse/gravity-spy/talk/subjects/3821845,,,,0,0,0,0,0,0,0,0
1604894374-8470,"lfb but very interesting format, chirp like qualities in a merger type scenario
",notes,Subject 5752759,/projects/zooniverse/gravity-spy/talk/subjects/5752759,,,,0,0,0,0,0,1,0,0
1604782360-22446,"25fb
",notes,Subject 25773008,/projects/zooniverse/gravity-spy/talk/subjects/25773008,,,,0,0,0,0,0,0,0,0
1604528641-164,"I've since been classifying them all as #25sb
",notes,Subject 25772112,/projects/zooniverse/gravity-spy/talk/tags/25sb,,,,0,0,0,0,0,0,0,0
1604694305-2018,"Another lace... mid range line...
",notes,Subject 3828317,,,,,0,0,0,0,0,0,0,0
1604702922-103,"scattered light and 1080?
",notes,Subject 5737643,/projects/zooniverse/gravity-spy/talk/subjects/5737643,,,,0,0,0,0,1,0,0,0
1604739412-8779,"Violin mode with 1080
",notes,Subject 6354566,/projects/zooniverse/gravity-spy/talk/subjects/6354566,,,,0,0,0,0,0,0,0,0
1604735111-9100,"oops tagged power line this time around. But everything is OK symmetry does not exist chaos does exist. Random musings 🤣
",notes,Subject 3774688,,,,,1,1,0,0,0,0,0,0
1604855480-2785,"MicroHF
",notes,Subject 5870339,,,,,0,0,0,0,0,0,0,0
1604462258-781,"Bridge
",notes,Subject 5670899,/projects/zooniverse/gravity-spy/talk/subjects/5670899,,,,0,0,0,0,0,0,0,0
1604537780-2091,"#30fb
",notes,Subject 25744621,/projects/zooniverse/gravity-spy/talk/subjects/25744621;/projects/zooniverse/gravity-spy/talk/tags/30fb,,,,0,0,0,0,0,0,0,0
1604843918-803,"
",notes,Subject 5740354,,,,,0,0,0,0,0,0,0,0
1604577661-5630,"IT is a small round dot, midway between 512 Hz and 1024 Hz
",notes,Subject 25731618,/projects/zooniverse/gravity-spy/talk/subjects/25731618,,,,0,0,0,0,0,0,0,0
1604644471-12341,"Has a violin mode harmonic glitch at top and low frequency line at bottom.
",notes,Subject 38167671,,,,,0,0,0,0,0,0,0,0
1604760930-12182,"#helix at low frequency
",notes,Subject 11068190,/projects/zooniverse/gravity-spy/talk/tags/helix,,,,0,0,0,0,0,0,0,0
1604775085-21070,"Yes, these are 1 sec period Eiffels.
",notes,Subject 25661270,,,,,0,0,0,0,0,0,0,0
1604734426-8867,"#wandering-line
",notes,Subject 10514323,/projects/zooniverse/gravity-spy/talk/tags/wandering-line,,,,0,0,0,0,0,0,0,0
1604678555-320,"Offset jewel lfb #wheat?
",notes,Subject 10981464,/projects/zooniverse/gravity-spy/talk/subjects/10981464;/projects/zooniverse/gravity-spy/talk/tags/wheat,,,,0,0,0,0,1,0,0,0
1604649156-13214,"koi?
",notes,Subject 35788482,/projects/zooniverse/gravity-spy/talk/subjects/35788482,,,,0,0,0,0,1,0,0,0
1604500268-1688,"Could it be another #1080 with an octave ( #2160 ) harmonic distortion?
",notes,Subject 5864841,/projects/zooniverse/gravity-spy/talk/subjects/5864841;/projects/zooniverse/gravity-spy/talk/tags/1080;/projects/zooniverse/gravity-spy/talk/tags/2160,,,,0,0,0,0,1,0,0,0
1604761855-17727,"250 line
",notes,Subject 25722790,/projects/zooniverse/gravity-spy/talk/subjects/25722790,,,,0,0,0,0,0,0,0,0
1604694379-2031,"#nota. #nettedband ?
",notes,Subject 8637826,/projects/zooniverse/gravity-spy/talk/subjects/8637826;/projects/zooniverse/gravity-spy/talk/tags/nota;/projects/zooniverse/gravity-spy/talk/tags/nettedband,,,,0,0,0,0,1,0,0,0
1604521866-2914,"Probably whistle in high frequency
",notes,Subject 3777885,/projects/zooniverse/gravity-spy/talk/subjects/3777885,,,,0,0,0,0,0,0,0,0
1604644110-12162,"50sb
",notes,Subject 25648989,,,,,0,0,0,0,0,0,0,0
1604743414-12244,"Possibly a very unusual light modulation
",notes,Subject 3827493,/projects/zooniverse/gravity-spy/talk/subjects/3827493,,,,0,0,0,0,0,0,0,0
1604814878-7180,"unusual #asymmetric #whistle with marked change of gradient. Not seen before.
 @EcceruElme
",notes,Subject 6066241,/projects/zooniverse/gravity-spy/talk/subjects/6066241;/projects/zooniverse/gravity-spy/talk/tags/asymmetric;/projects/zooniverse/gravity-spy/talk/tags/whistle;/users/EcceruElme,@EcceruElme,,,0,0,1,1,0,0,0,0
1604636392-6744,"Burst with sinusoidal (chirpish) limbs
",notes,Subject 3542469,/projects/zooniverse/gravity-spy/talk/subjects/3542469,,,,0,0,0,0,0,0,0,0
1604551022-5371,"32 hz flying burst
",notes,Subject 6698816,/projects/zooniverse/gravity-spy/talk/subjects/6698816,,,,0,0,0,0,0,0,0,0
1604815327-7311,"#chirp
",notes,Subject 5864543,/projects/zooniverse/gravity-spy/talk/subjects/5864543;/projects/zooniverse/gravity-spy/talk/tags/chirp,,,,0,0,0,0,0,0,0,0
1604736728-9645,"scary teddy bear face ooooooooooooo
",notes,Subject 11061043,/projects/zooniverse/gravity-spy/talk/subjects/11061043,,,,1,1,0,0,0,0,0,0
1604573360-4606,"?
",notes,Subject 25694699,/projects/zooniverse/gravity-spy/talk/subjects/25694699,,,,0,0,0,0,1,0,0,0
1604866655-4486,"#noneoftheabove
",notes,Subject 8633832,/projects/zooniverse/gravity-spy/talk/subjects/8633832;/projects/zooniverse/gravity-spy/talk/tags/noneoftheabove,,,,0,0,0,1,0,0,0,0
1604723366-4111,"koiish #ram 60 Hz power line frequency damping. This glitch is  becoming more frequently seen
",notes,Subject 6690279,/projects/zooniverse/gravity-spy/talk/subjects/6690279;/projects/zooniverse/gravity-spy/talk/tags/ram,,,,0,0,0,0,0,0,0,0
1604893529-8312,"Initial #45mhzlightmodulation then #repeating #tomte
",notes,Subject 2199683,/projects/zooniverse/gravity-spy/talk/tags/45mhzlightmodulation;/projects/zooniverse/gravity-spy/talk/tags/repeating;/projects/zooniverse/gravity-spy/talk/tags/tomte,,,,0,0,0,1,0,0,0,0
1604684415-899,"basic #koi
",notes,Subject 8633050,/projects/zooniverse/gravity-spy/talk/subjects/8633050;/projects/zooniverse/gravity-spy/talk/tags/koi,,,,0,0,0,0,0,0,0,0
1604728655-7378,"very strange vmh an audio glitch perhaps? also a short power line signal? so possibly something being switched on or off?
",notes,Subject 10593320,/projects/zooniverse/gravity-spy/talk/subjects/10593320,,,,1,0,0,1,1,0,0,0
1604893191-8266,"30 hz straight line and 60 Hz top line that curves, looks like an umbrella
",notes,Subject 6078214,/projects/zooniverse/gravity-spy/talk/subjects/6078214,,,,0,0,0,0,0,0,0,0
1604728616-6663,"could be two whistle variants in one subject, also 64 Hz intermittent line @Mjtbarrett #diagnostic
",notes,Subject 6064061,/projects/zooniverse/gravity-spy/talk/subjects/6064061;/users/Mjtbarrett;/projects/zooniverse/gravity-spy/talk/tags/diagnostic,@Mjtbarrett,,,0,0,0,1,0,0,0,0
1604740493-8970,"#lowfrequencyhelix ?
",notes,Subject 3825027,/projects/zooniverse/gravity-spy/talk/tags/lowfrequencyhelix,,,,0,0,0,1,1,0,0,0
1604758460-17005,"50sb
",notes,Subject 25650602,/projects/zooniverse/gravity-spy/talk/subjects/25650602,,,,0,0,0,0,0,0,0,0
1604744557-12644,"#light-modulation
",notes,Subject 3540046,/projects/zooniverse/gravity-spy/talk/subjects/3540046;/projects/zooniverse/gravity-spy/talk/tags/light-modulation,,,,0,0,0,0,0,0,0,0
1604762683-13203,"#hay
",notes,Subject 3540974,/projects/zooniverse/gravity-spy/talk/subjects/3540974;/projects/zooniverse/gravity-spy/talk/tags/hay,,,,0,0,0,0,0,0,0,0
1604882741-6755,"~85Hz feature splits into two tones of 2s duration, at ~80 and 90 Hz.
",notes,Subject 8632682,/projects/zooniverse/gravity-spy/talk/subjects/8632682,,,,0,0,0,0,0,0,0,0
1604207094-4366,"None of the above, or, birthday cake.
",notes,Subject 3773779,,,,,0,1,0,0,0,0,0,0
1604815565-7357,"#tomte
",notes,Subject 6697065,/projects/zooniverse/gravity-spy/talk/tags/tomte,,,,0,0,0,0,0,0,0,0
1604718335-2921,"#LF line, MF line segments,32-100 wavy band
",notes,Subject 8631875,/projects/zooniverse/gravity-spy/talk/subjects/8631875,,,,0,0,0,0,0,0,0,0
1604743468-9522,"#scratchylf
",notes,Subject 3825438,/projects/zooniverse/gravity-spy/talk/subjects/3825438;/projects/zooniverse/gravity-spy/talk/tags/scratchylf,,,,0,0,0,0,0,0,0,0
1604573821-4729,"Good catch!
This is an HFB500, also known as #pizzicato for their hypothetical relationship to violin mode resonances.  This is already a proposed new glitch class. Thanks for flagging it! They also come in versions near 1024Hz and (rarely) at both 512 and 1024Hz simultaneously.
They can be classified as ""None Of The Above"" until one day this class becomes official.
",notes,Subject 39543737,/projects/zooniverse/gravity-spy/talk/tags/pizzicato;/projects/zooniverse/gravity-spy/talk/762/935664,,TRUE,,1,0,0,1,0,1,0,0
1604769135-19721,"Thanks. I will label them all as 25sb, but I will exclude the big fat ones that are extending, say, below 15Hz, particularly if they are irregular or show prominences sticking up in frame 4 @EcceruElme
",notes,Subject 25665164,/users/EcceruElme,@EcceruElme,,,0,1,0,1,0,1,0,0
1604815145-7265,"#lightmodulaton
",notes,Subject 6074243,/projects/zooniverse/gravity-spy/talk/tags/lightmodulaton,,,,0,0,0,0,0,0,0,0
1604883351-6835,"Hello.
A merged class between #lowfreq and #scatter is possible or not?
",notes,Subject 3838331,/projects/zooniverse/gravity-spy/talk/subjects/3838331;/projects/zooniverse/gravity-spy/talk/tags/lowfreq;/projects/zooniverse/gravity-spy/talk/tags/scatter,,,,0,0,0,1,1,0,0,1
1604744460-12555,"25772932.0
",notes,Subject 20891286,/projects/zooniverse/gravity-spy/talk/subjects/25772932,,,,0,0,0,1,0,0,0,0
1604716441-2474,"Too low to be a caterpillar, but maybe a low caterpillar? Also has head and a tail between 0-15hz. I chose #LowFrequencyLine so the machine will learn more lines - Note the faint blip at 0.0 in all frames. Noisy activity at 20hz on the right hand side.
",notes,Subject 5670730,/projects/zooniverse/gravity-spy/talk/subjects/5670730;/projects/zooniverse/gravity-spy/talk/tags/LowFrequencyLine,,,,0,0,0,0,1,0,0,0
1604776557-21416,"shower or curtain
",notes,Subject 10967395,,,,,0,0,0,0,0,0,0,0
1604753591-10996,"#swish
",notes,Subject 10538333,/projects/zooniverse/gravity-spy/talk/subjects/10538333;/projects/zooniverse/gravity-spy/talk/tags/swish,,,,0,0,0,0,0,0,0,0
1604644386-12299,"bass drum and violin
",notes,Subject 38105354,/projects/zooniverse/gravity-spy/talk/subjects/38105354,,,,0,1,0,0,0,0,0,0
1604632030-10375,"triggered #off-center and a duplicate of Subject 34167473
",notes,Subject 34167597,/projects/zooniverse/gravity-spy/talk/subjects/34167597;/projects/zooniverse/gravity-spy/talk/tags/off-center;/projects/zooniverse/gravity-spy/talk/subjects/34167473,,,,0,0,0,1,0,0,0,0
1604714521-4980,"Possibly two overlapping glitches.
",notes,Subject 3823798,,,,,0,0,0,0,0,0,0,0
1604611219-8804,"similar to old #lily
",notes,Subject 34044312,/projects/zooniverse/gravity-spy/talk/subjects/34044312;/projects/zooniverse/gravity-spy/talk/tags/lily,,,,0,0,0,0,0,0,0,0
1604461026-304,"#chirpish
",notes,Subject 3828716,/projects/zooniverse/gravity-spy/talk/tags/chirpish,,,,0,0,0,1,0,0,0,0
1604847512-1521,"repeating tomte
",notes,Subject 9692499,/projects/zooniverse/gravity-spy/talk/subjects/9692499,,,,0,0,0,0,0,0,0,0
1604498424-1485,"#reversed_chirp #blip
",notes,Subject 5736886,/projects/zooniverse/gravity-spy/talk/tags/reversed_chirp;/projects/zooniverse/gravity-spy/talk/tags/blip,,,,0,0,0,0,0,0,0,0
1604749114-14329,"u blip one side is a needle style blip
",notes,Subject 10564298,/projects/zooniverse/gravity-spy/talk/subjects/10564298,,,,0,0,0,0,0,0,0,0
1604723675-4592,"@BLGoodwin yes, you are right, it's definitely higher than 100Hz. I think it's the end point of 160 (frequency is approximate again) based on its morphology and that the 160 lines look descending continuously, this one is slightly descending too so I think it's the end point. The dead zone (slick) is another interesting common point.
",notes,Subject 3828839,/users/BLGoodwin,@BLGoodwin,,,0,0,0,1,0,1,1,0
1604705668-681,"Thanks, I've added it to my collection. Interesting ram
",notes,Subject 8628193,,,,,1,0,0,0,0,1,0,0
1604679722-33,"#70hzline
",notes,Subject 3821857,/projects/zooniverse/gravity-spy/talk/subjects/3821857;/projects/zooniverse/gravity-spy/talk/tags/70hzline,,,,0,0,0,0,0,0,0,0
1604749488-14473,"#fork
",notes,Subject 10963021,/projects/zooniverse/gravity-spy/talk/subjects/10963021;/projects/zooniverse/gravity-spy/talk/tags/fork,,,,0,0,0,0,0,0,0,0
1604722701-6280,"#koifish and #lowfrequencyburst or #possiblenewglitch
",notes,Subject 10967904,/projects/zooniverse/gravity-spy/talk/tags/koifish;/projects/zooniverse/gravity-spy/talk/tags/lowfrequencyburst;/projects/zooniverse/gravity-spy/talk/tags/possiblenewglitch,,,,0,0,0,1,0,0,0,0
1604843752-761,"blip and echo and #1secperiod
",notes,Subject 5957113,/projects/zooniverse/gravity-spy/talk/subjects/5957113;/projects/zooniverse/gravity-spy/talk/tags/1secperiod,,,,0,0,0,0,0,0,0,0
1604763965-18181,"250 Hz jewel
",notes,Subject 25694787,/projects/zooniverse/gravity-spy/talk/subjects/25694787,,,,0,0,0,0,0,0,0,0
1604731119-7621,"wavy power line?
",notes,Subject 6071999,/projects/zooniverse/gravity-spy/talk/subjects/6071999,,,,0,0,0,0,1,0,0,0
1604627286-10053,"#repeating #lfb
",notes,Subject 35749551,/projects/zooniverse/gravity-spy/talk/subjects/35749551;/projects/zooniverse/gravity-spy/talk/tags/repeating;/projects/zooniverse/gravity-spy/talk/tags/lfb,,,,0,0,0,0,0,0,0,0
1604848077-1580,"double blip? companion at 0.5s
",notes,Subject 8644114,/projects/zooniverse/gravity-spy/talk/subjects/8644114,,,,0,0,0,0,1,0,0,0
1604625268-5752,"Experts say ""Koi Fish""
",notes,Subject 3778483,/projects/zooniverse/gravity-spy/talk/subjects/3778483,,,,0,0,0,0,0,0,0,0
1604565719-3054,"I think this is more like Virgo Viola than a 170 line
",notes,Subject 25762211,/projects/zooniverse/gravity-spy/talk/subjects/25762211,,,,0,0,0,0,0,0,1,0
1604645383-12549,"Good question: These glitches are a class in their own right, and were added as such to levels 5 and 7 a few months ago under the name Crown (they're not yet in the Field Guide). At level 4 and earlier, they can be classified as None Of The Above, but you can already make a collection of them and study their variability. They are fairly common at Livingston.
Low Frequency Bursts should indeed touch (even reach beyond, although we can't see that) the bottom edge at 10Hz.
",notes,Subject 31864817,,,TRUE,,0,0,0,0,0,1,0,0
1604748071-10135,"LFL, 22 Hz
",notes,Subject 6256556,/projects/zooniverse/gravity-spy/talk/subjects/6256556,,,,0,0,0,0,0,0,0,0
1604546061-15,"#hfb500er14
",notes,Subject 38046867,/projects/zooniverse/gravity-spy/talk/subjects/38046867;/projects/zooniverse/gravity-spy/talk/tags/hfb500er14,,,,0,0,0,0,0,0,0,0
1604721148-12193,"Looks like a Tomte with a small blip superimposed, maybe starting to become a Koi Fish
",notes,Subject 3824199,/projects/zooniverse/gravity-spy/talk/subjects/3824199,,,,0,0,0,0,0,0,0,0
1604780289-22066,"slow paralles ? @EcceruElme
",notes,Subject 5844274,/users/EcceruElme,@EcceruElme,,,0,0,0,1,1,0,0,0
1604528166-93,"Lemon
",notes,Subject 25649185,,,,,0,0,0,0,0,0,0,0
1604771979-14587,"#Freddy
",notes,Subject 3827266,/projects/zooniverse/gravity-spy/talk/subjects/3827266;/projects/zooniverse/gravity-spy/talk/tags/Freddy,,,,0,0,0,0,0,0,0,0
1604696103-2385,"mmmmm🤔
",notes,Subject 6838479,/projects/zooniverse/gravity-spy/talk/subjects/6838479,,,,1,0,0,0,0,0,0,0
1604537844-2123,"50 HZ  this is becoming common will it be named for Virgo 02A
",notes,Subject 25755551,,,,,0,0,0,0,0,0,0,0
1604531160-650,"Welcome to Gravity Spy Talk, and well observed!
Yes, these features are processing artefacts. Both the time resolution and the frequency resolution of our spectrograms are limited, and there's a tradeoff between the two, and the time resolution at lower frequencies is always coarser than at higher frequencies (e.g. twice as coarse at 128Hz than it is at 256Hz). The present subject was processed with fairly fine frequency resolution, by matching sine wave trains with about 20 crests and troughs at various frequencies to the signal at various points in time; thus the time resolution is relatively coarse and everything has got stretched out horizontally to some extent.
",notes,Subject 35429395,,,TRUE,,0,0,0,0,0,1,1,1
1604846754-1361,"#dwarfs
",notes,Subject 6069476,/projects/zooniverse/gravity-spy/talk/subjects/6069476;/projects/zooniverse/gravity-spy/talk/tags/dwarfs,,,,0,0,0,0,0,0,0,0
1604704221-390,"#violinmode. Fundamental missing.
",notes,Subject 5868987,/projects/zooniverse/gravity-spy/talk/subjects/5868987;/projects/zooniverse/gravity-spy/talk/tags/violinmode,,,,0,0,0,0,0,0,0,0
1604553818-1276,"#high_frequency_burst
",notes,Subject 36852318,/projects/zooniverse/gravity-spy/talk/subjects/36852318;/projects/zooniverse/gravity-spy/talk/tags/high_frequency_burst,,,,0,0,0,0,0,0,0,0
1604864090-4211,"#noneoftheabove
",notes,Subject 3844777,/projects/zooniverse/gravity-spy/talk/subjects/3844777;/projects/zooniverse/gravity-spy/talk/tags/noneoftheabove,,,,0,0,0,0,0,0,0,0
1604205608-4068,"and a whistle near t=0.8
",notes,Subject 40125556,/projects/zooniverse/gravity-spy/talk/subjects/40125556,,,,0,0,0,0,0,0,0,0
1604717914-2841,"#esdoverflow interesting energy reverberations? bottom right of glitch
",notes,Subject 11899744,/projects/zooniverse/gravity-spy/talk/tags/esdoverflow,,,,0,0,0,0,1,0,0,0
1604771135-20244,"1000 Hz micro chirp perhaps
",notes,Subject 5851226,/projects/zooniverse/gravity-spy/talk/subjects/5851226,,,,0,0,0,0,0,0,0,0
1604751041-10503,"60 Hz small burst ascending
",notes,Subject 5688492,/projects/zooniverse/gravity-spy/talk/subjects/5688492,,,,0,0,0,0,0,0,0,0
1604639250-11233,"50sb; unusual structure
",notes,Subject 25740096,,,,,0,0,0,0,0,0,0,0
1604738632-8631,"#doublekoi
",notes,Subject 10972851,/projects/zooniverse/gravity-spy/talk/subjects/10972851;/projects/zooniverse/gravity-spy/talk/tags/doublekoi,,,,0,0,0,0,0,0,0,0
1604803939-5817,"chirp and echo? fly and echo?
",notes,Subject 10526089,/projects/zooniverse/gravity-spy/talk/subjects/10526089,,,,0,0,0,0,1,0,0,0
1604719908-5782,"#ascendingline
",notes,Subject 6082829,/projects/zooniverse/gravity-spy/talk/tags/ascendingline,,,,0,0,0,0,0,0,0,0
1604752045-15266,"LFL
",notes,Subject 25664802,/projects/zooniverse/gravity-spy/talk/subjects/25664802,,,,0,0,0,0,0,0,0,0
1604721876-3882,"Scratchy plus blip?
",notes,Subject 3536721,,,,,0,0,0,0,1,0,0,0
1604638675-7069,"Small #lowfrequencyburst or something else?
",notes,Subject 3772946,/projects/zooniverse/gravity-spy/talk/subjects/3772946;/projects/zooniverse/gravity-spy/talk/tags/lowfrequencyburst,,,,0,0,0,0,1,0,0,0
1604749633-10399,"NOTA.  Mid-frequency line.
",notes,Subject 3834155,,,,,0,0,0,0,0,0,0,0
